"PDF File Name",Postcode,Retailer,"Offer Name","Offer No.","Customer type","Fuel type",Distributor(s),"Tariff type","Offer type","Release Date","Contract term","Contract expiry details","Bill frequency","All usage Price (exc. GST)","Daily supply charge Price (exc. GST)","First usage Price (exc. GST)","Second usage Price (exc. GST)","Third Usage Price (exc. GST)","Fourth Uage Price (exc. GST)","Fifth Usage Price (exc. GST)","Balance Usage Price",Peak,Shoulder,"Off Peak","Peak - Summer","Peak - Winter","Peak - First usage Price","Peak - Second Usage Price","Peak - Third usage Price","Peak - Fourth Usage Price","Peak - Fifth Usage Price","Peak - Balance Price","Summer Monthly Demand","Winter Monthly Demand","Additional Monthly Demand","First Step","Second Step","Third Step","Fourth Step","Fifth Step","Off peak - Controlled load 1 All controlled load 1 ALL USAGE Price (exc. GST)","Off peak - Controlled load 1 All controlled load 1 Daily Supply Charge Price (exc. GST)","Off peak - Controlled load 2 All controlled load 1 ALL USAGE Price (exc. GST)","Off peak - Controlled load 2 All controlled load 1 Daily Supply Charge Price (exc. GST)",Frequency,"Conditional Discount","Discount %","Discount applicable to","Guaranteed discounts","Discount %","Discount applicability","Are these prices fixed?","Eligibility Criteria","Exit fee 1 year","Exit fee 2 year","Cheque Dishonour payment fee","Contribution Fee","Direct debit dishonour payment fee","Payment processing fee","Disconnection fee","Reconnection fee","Contribution Fee","Other fee","Late payment fee","Credit card payment processing fee","Other fee","Voluntary FiT","GreenPower option",Incentives
electricity-offer-113087-fact-sheet-pdf-2340.pdf,2340,"Sanctuary Energy","Standing retail contract",SAN113087SR,Residential,Electricity,"Essential Energy","Time of use with controlled load","Standing offer",05-Oct-2015,"No contract term","This agreement continues until it is terminated by you or us","Every 3 months",34.69,124.79,,,,,,,34.69,34.69,17.27,,,,,,,,,,,,,,,,,12.22,11.34,18.19,12.24,,,,,,,,No,"This standing offer applies to residential customers in New South Wales within the Essential Energyelectricity distribution network area. For solar feed-in tariff eligibility criteria please visitwww.sanctuaryenergy.com.au or call 1800 109 099.",,,$19.80,,19.80,,$122.20,,,$80.65,$25.00,"Percentage of bill - 2.00%Credit card processing fee will appear on the following Quarterly Invoice",$444.64,,,
electricity-offer-113102-fact-sheet-pdf-2340.pdf,2340,CovaU,"Standard Offer - Residential Essential TOU & Controlled Load Rate",COV113102SR,Residential,Electricity,"Essential Energy","Time of use with controlled load","Standing offer",05-Oct-2015,"No contract term",0,"Every 3 months",27.09,129.90,,,,,,,27.09,27.09,15.14,,,,,,,,,,,,,,,,,10.55,11.61,14.15,12.05,,,,,,,,No,"This offer is relevant to residential customers within the Essential distribution zone.",,,$9.50,,9.50,,,,,$1.10,,"Percentage of bill - 1.00%Credit card payment processing fee",,,,
electricity-offer-113105-fact-sheet-pdf-2340.pdf,2340,CovaU,"Freedom Saver - Residential Essential TOU & Controlled Load Rate",COV113105MR,Residential,Electricity,"Essential Energy","Time of use with controlled load","Market offer",05-Oct-2015,"No contract term","Evergreen with fixed benefit period","Every 3 months",27.09,129.90,,,,,,,27.09,27.09,15.14,,,,,,,,,,,,,,,,,10.55,11.61,14.15,12.05,,"Pay on time discount",16%,"Usage charges",,,,No,"This offer is relevant to residential customers within the Essential distribution zone.",,,$9.50,,9.50,,,,,$1.10,,"Percentage of bill - 1.00%Credit card payment processing fee",,,,
electricity-offer-113108-fact-sheet-pdf-2340.pdf,2340,CovaU,"Freedom 100 - Residential Essential TOU & Controlled Load Rate",COV113108MR,Residential,Electricity,"Essential Energy","Time of use with controlled load","Market offer",05-Oct-2015,"2 years","Evergreen with fixed benefit period","Every 3 months",27.09,129.90,,,,,,,27.09,27.09,15.14,,,,,,,,,,,,,,,,,10.55,11.61,14.15,12.05,,"Pay on time discount",16%,"Usage charges",,,,No,"This offer is relevant to residential customers within the Essential distribution zone.",$75.00,$25.00,$9.50,,9.50,,,,,$1.10,,"Percentage of bill - 1.00%Credit card payment processing fee",,,,1
electricity-offer-113111-fact-sheet-pdf-2340.pdf,2340,CovaU,"Freedom 50 - Residential Essential TOU & Controlled Load Rate",COV113111MR,Residential,Electricity,"Essential Energy","Time of use with controlled load","Market offer",05-Oct-2015,"1 year","Evergreen with fixed benefit period","Every 3 months",27.09,129.90,,,,,,,27.09,27.09,15.14,,,,,,,,,,,,,,,,,10.55,11.61,14.15,12.05,,"Pay on time discount",16%,"Usage charges",,,,No,"This offer is relevant to residential customers within the Essential distribution zone.",$25.00,,$9.50,,9.50,,,,,$1.10,,"Percentage of bill - 1.00%Credit card payment processing fee",,,,$50
electricity-offer-113428-fact-sheet-pdf-2340.pdf,2340,ActewAGL,"NSW Standing Home Electricity Plan (time-of-use with controlled load) - Essential Energy network areas",ACT113428SR,Residential,Electricity,"Essential Energy","Time of use with controlled load","Standing offer",06-Oct-2015,"No contract term","This agreement continues until terminated by you or us.","Every 3 months",26.84,130.82,,,,,,,,,,,,,,,,,,,,,,,,,,10.39,12.30,14.94,12.76,,"Direct Debit Discount",,,,,,No,"Residential premises with electricity in selected postcodes in the Essential Energy network area insouth-east NSW. Refer to the 'NSW electricity charges' schedule for further information on solartariffs.",,,,,8.00,0.60%,,,,,$15.00,,,,,
electricity-offer-113910-fact-sheet-pdf-2340.pdf,2340,"Diamond Energy","Diamond Solar",DIA113910MR,Residential,Electricity,"Essential Energy","Time of use with controlled load","Market offer",07-Oct-2015,"2 years","If you have not entered into a new agreement with us, then we will continue to sell electricity to youunder this agreement on the same Terms and Conditions at that time.","Every 3 months",25.60,129.90,,,,,,,25.60,25.60,13.50,,,,,,,,,,,,,,,,,9.15,11.00,12.95,11.00,,"Direct Debit Discount",3%,,,,,No,"Eligibility and availability criteria apply, including that this offer is only for residential customerswho are located within the relevent distribution area, with the appropriate network tariff(s) andmetering installation and configuration. For full terms and conditions visit our website or contact uson 1300 838 009.",$22.00,,$20.00,,10.00,,,,,,$15.00,"Percentage of bill - 0.60%",,,1.1,
electricity-offer-113913-fact-sheet-pdf-2340.pdf,2340,"Diamond Energy","Diamond Power",DIA113913MR,Residential,Electricity,"Essential Energy","Time of use with controlled load","Market offer",07-Oct-2015,"2 years","If you have not entered into a new agreement with us, then we will continue to sell electricity to youunder this agreement on the same Terms and Conditions at that time.","Every 3 months",25.60,129.90,,,,,,,25.60,25.60,13.50,,,,,,,,,,,,,,,,,9.15,11.00,12.95,11.00,,"Direct Debit Discount",3%,,,,,No,"Eligibility and availability criteria apply, including that this offer is only for residential customerswho are located within the relevant distribution area, with the appropriate network tariff(s) andmetering installation and configuration. For full terms and conditions visit our website or contact uson 1300 838 009.",$22.00,,$20.00,,10.00,,,,,,$15.00,"Percentage of bill - 0.60%",,,1.1,
electricity-offer-113916-fact-sheet-pdf-2340.pdf,2340,"Diamond Energy","DE Residential Time of Use",DIA113916SR,Residential,Electricity,"Essential Energy","Time of use with controlled load","Standing offer",07-Oct-2015,"No contract term","No fixed term. This agreement continues on a rolling monthly or quarterly basis as per the billfrequency.","Every 3 months",25.60,129.90,,,,,,,25.60,25.60,13.50,,,,,,,,,,,,,,,,,9.15,11.00,12.95,11.00,,,,,,,,No,"Eligibility and availability criteria apply, including that this offer is only for residential customerswho are located within the relevant distribution area, with the appropriate network tariff(s) andmetering installation and configuration. For full terms and conditions visit our website or contact uson 1300 838 009.",,,$20.00,,10.00,,,,,,$15.00,"Percentage of bill - 0.60%",,,,
electricity-offer-114684-fact-sheet-pdf-2576.pdf,2576,"1st Energy","Standing Offer - Residential Time of Use + Controlled Load 2",1ST114684SR,Residential,Electricity,Endeavour,"Time of use with controlled load","Standing offer",15-Oct-2015,"No contract term","The agreement continues until you or we end it.","Every 1 month",28.91,99.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.52,0.00,,,,,,,,No,"You must be within the Endeavour Energy distribution network to be eligible for this offer.",,,$15.00,,7.50,,,,,,,,,,,
electricity-offer-114685-fact-sheet-pdf-2340.pdf,2340,"1st Energy","Standing Offer - Residential Time of Use + Controlled Load 1",1ST114685SR,Residential,Electricity,"Essential Energy","Time of use with controlled load","Standing offer",15-Oct-2015,"No contract term","The agreement continues until you or we end it.","Every 1 month",26.84,143.12,,,,,,,,,,,,,,,,,,,,,,,,,,10.39,0.00,,,,,,,,,,No,"You must be within the Essential Energy distribution network to be eligible for this offer.",,,$15.00,,7.50,,,,,,,,,,,
electricity-offer-114686-fact-sheet-pdf-2340.pdf,2340,"1st Energy","Standing Offer - Business Time of Use",1ST114686SS,"Small Business",Electricity,"Essential Energy","Time of use","Standing offer",15-Oct-2015,"No contract term","The agreement continues until you or we end it.","Every 1 month",24.59,626.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"You must be within the Essential Energy distribution network to be eligible for this offer.",,,$15.00,,7.50,,,,,,,,,,,
electricity-offer-114687-fact-sheet-pdf-2340.pdf,2340,"1st Energy","Standing Offer - Business Time of Use + Controlled Load 1",1ST114687SS,"Small Business",Electricity,"Essential Energy","Time of use with controlled load","Standing offer",15-Oct-2015,"No contract term","The agreement continues until you or we end it.","Every 1 month",24.59,638.89,,,,,,,,,,,,,,,,,,,,,,,,,,10.39,0.00,,,,,,,,,,No,"You must be within the Essential Energy distribution network to be eligible for this offer.",,,$15.00,,7.50,,,,,,,,,,,
electricity-offer-114688-fact-sheet-pdf-2340.pdf,2340,"1st Energy","Standing Offer - Business Time of Use + Controlled Load 2",1ST114688SS,"Small Business",Electricity,"Essential Energy","Time of use with controlled load","Standing offer",15-Oct-2015,"No contract term","The agreement continues until you or we end it.","Every 1 month",24.59,639.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.94,0.00,,,,,,,,No,"You must be within the Essential Energy distribution network to be eligible for this offer.",,,$15.00,,7.50,,,,,,,,,,,
electricity-offer-114689-fact-sheet-pdf-2000.pdf,2000,"1st Energy","Standing Offer - Business Load Smart Time of Use",1ST114689SS,"Small Business",Electricity,Ausgrid,"Time of use","Standing offer",15-Oct-2015,"No contract term","The agreement continues until you or we end it.","Every 1 month",23.05,592.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"You must be within the Ausgrid distribution network to be eligible for this offer.",,,$15.00,,7.50,,,,,,,,,,,
electricity-offer-114690-fact-sheet-pdf-2000.pdf,2000,"1st Energy","Standing Offer - Business Load Smart Time of Use + Controlled Load 1",1ST114690SS,"Small Business",Electricity,Ausgrid,"Time of use with controlled load","Standing offer",15-Oct-2015,"No contract term","The agreement continues until you or we end it.","Every 1 month",23.05,592.23,,,,,,,,,,,,,,,,,,,,,,,,,,8.15,0.00,,,,,,,,,,No,"You must be within the Ausgrid distribution network to be eligible for this offer.",,,$15.00,,7.50,,,,,,,,,,,
electricity-offer-114691-fact-sheet-pdf-2000.pdf,2000,"1st Energy","Standing Offer - Business Load Smart Time of Use + Controlled Load 2",1ST114691SS,"Small Business",Electricity,Ausgrid,"Time of use with controlled load","Standing offer",15-Oct-2015,"No contract term","The agreement continues until you or we end it.","Every 1 month",23.05,602.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,0.00,,,,,,,,No,"You must be within the Ausgrid distribution network to be eligible for this offer.",,,$15.00,,7.50,,,,,,,,,,,
electricity-offer-114692-fact-sheet-pdf-2340.pdf,2340,"1st Energy","Standing Offer - Residential Time of Use + Controlled Load 2",1ST114692SR,Residential,Electricity,"Essential Energy","Time of use with controlled load","Standing offer",15-Oct-2015,"No contract term","The agreement continues until you or we end it.","Every 1 month",26.84,143.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.94,0.00,,,,,,,,No,"You must be within the Essential Energy distribution network to be eligible for this offer.",,,$15.00,,7.50,,,,,,,,,,,
electricity-offer-114693-fact-sheet-pdf-2340.pdf,2340,"1st Energy","Standing Offer - Residential Time of Use",1ST114693SR,Residential,Electricity,"Essential Energy","Time of use","Standing offer",15-Oct-2015,"No contract term","The agreement continues until you or we end it.","Every 1 month",26.84,130.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"You must be within the Essential Energy distribution network to be eligible for this offer.",,,$15.00,,7.50,,,,,,,,,,,
electricity-offer-114694-fact-sheet-pdf-2000.pdf,2000,"1st Energy","Standing Offer - Business Time of Use",1ST114694SS,"Small Business",Electricity,Ausgrid,"Time of use","Standing offer",15-Oct-2015,"No contract term","The agreement continues until you or we end it.","Every 1 month",43.35,161.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"You must be within the Ausgrid distribution network to be eligible for this offer.",,,$15.00,,7.50,,,,,,,,,,,
electricity-offer-114695-fact-sheet-pdf-2000.pdf,2000,"1st Energy","Standing Offer - Business Time of Use + Controlled Load 1",1ST114695SS,"Small Business",Electricity,Ausgrid,"Time of use with controlled load","Standing offer",15-Oct-2015,"No contract term","The agreement continues until you or we end it.","Every 1 month",43.35,161.65,,,,,,,,,,,,,,,,,,,,,,,,,,8.15,0.00,,,,,,,,,,No,"You must be within the Ausgrid distribution network to be eligible for this offer.",,,$15.00,,7.50,,,,,,,,,,,
electricity-offer-114696-fact-sheet-pdf-2000.pdf,2000,"1st Energy","Standing Offer - Business Time of Use + Controlled Load 2",1ST114696SS,"Small Business",Electricity,Ausgrid,"Time of use with controlled load","Standing offer",15-Oct-2015,"No contract term","The agreement continues until you or we end it.","Every 1 month",43.35,171.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,0.00,,,,,,,,No,"You must be within the Ausgrid distribution network to be eligible for this offer.",,,$15.00,,7.50,,,,,,,,,,,
electricity-offer-114697-fact-sheet-pdf-2576.pdf,2576,"1st Energy","Standing Offer - Business Time of Use",1ST114697SS,"Small Business",Electricity,Endeavour,"Time of use","Standing offer",15-Oct-2015,"No contract term","The agreement continues until you or we end it.","Every 1 month",30.49,97.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"You must be within the Endeavour Energy distribution network to be eligible for this offer.",,,$15.00,,7.50,,,,,,,,,,,
electricity-offer-114698-fact-sheet-pdf-2576.pdf,2576,"1st Energy","Standing Offer - Business Time of Use + Controlled Load 1",1ST114698SS,"Small Business",Electricity,Endeavour,"Time of use with controlled load","Standing offer",15-Oct-2015,"No contract term","The agreement continues until you or we end it.","Every 1 month",30.49,102.62,,,,,,,,,,,,,,,,,,,,,,,,,,6.92,0.00,,,,,,,,,,No,"You must be within the Endeavour Energy distribution network to be eligible for this offer.",,,$15.00,,7.50,,,,,,,,,,,
electricity-offer-114699-fact-sheet-pdf-2576.pdf,2576,"1st Energy","Standing Offer - Business Time of Use + Controlled Load 2",1ST114699SS,"Small Business",Electricity,Endeavour,"Time of use with controlled load","Standing offer",15-Oct-2015,"No contract term","The agreement continues until you or we end it.","Every 1 month",30.49,102.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.52,0.00,,,,,,,,No,"You must be within the Endeavour Energy distribution network to be eligible for this offer.",,,$15.00,,7.50,,,,,,,,,,,
electricity-offer-114700-fact-sheet-pdf-2000.pdf,2000,"1st Energy","Standing Offer - Residential Time of Use",1ST114700SR,Residential,Electricity,Ausgrid,"Time of use","Standing offer",15-Oct-2015,"No contract term","The agreement continues until you or we end it.","Every 1 month",46.01,82.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"You must be within the Ausgrid distribution network to be eligible for this offer.",,,$15.00,,7.50,,,,,,,,,,,
electricity-offer-114701-fact-sheet-pdf-2000.pdf,2000,"1st Energy","Standing Offer - Residential Time of Use + Controlled Load 1",1ST114701SR,Residential,Electricity,Ausgrid,"Time of use with controlled load","Standing offer",15-Oct-2015,"No contract term","The agreement continues until you or we end it.","Every 1 month",46.01,82.58,,,,,,,,,,,,,,,,,,,,,,,,,,8.15,0.00,,,,,,,,,,No,"You must be within the Ausgrid distribution network to be eligible for this offer.",,,$15.00,,7.50,,,,,,,,,,,
